"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"
"4:02:02::"	"get"	"drunk"	"she"	"i"	"she_get"	"get_drunk"	"drunk_i"	"∅_she_get"	"she_get_drunk"	"get_drunk_i"	"drunk_i_had_to"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"get"	"so"	"drunk"	"i"	"had_to"	"take"	"her"	"home"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"happen"	"soon"	"it"	","	"it_happen"	"happen_soon"	"soon_,"	"had_it_happen"	"it_happen_soon"	"happen_soon_,"	"soon_,_but"	"VBD"	"PRP"	"VB"	"RB"	"RB"	"ε"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"my"	"first"	"thought"	"how"	"had"	"it"	"happen"	"so"	"soon"	"but"	"i"	"count"	"back"	"on"	"my"	"finger"	"and"	"sure_enough"	"we"	"been"	"live"	"together"	"six"	"week"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"business"	"that"	"the"	","	"the_business"	"business_that"	"that_,"	"in_the_business"	"the_business_that"	"business_that_,"	"that_,_with"	"IN"	"DT"	"NN"	"RB"	"RB"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"credit"	"requirement"	"stipulate"	"that"	"the"	"applicant"	"must"	"have"	"the"	"ability"	"operate"	"the"	"business"	"successfully"	"and"	"have"	"enough"	"capital"	"in"	"the"	"business"	"so"	"that"	"with"	"loan"	"assistance"	"from"	"the"	"sba"	"it"	"will"	"be"	"able"	"to"	"operate"	"on"	"a"	"sound"	"financial"	"basis"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"not"	"quiet"	"be"	","	"be_not"	"not_quiet"	"quiet_,"	"election_be_not"	"be_not_quiet"	"not_quiet_,"	"quiet_,_however"	"NN"	"VB"	"RB"	"RB"	"JJ"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"campaign"	"lead_up"	"the"	"election"	"be"	"not"	"so"	"quiet"	"however"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"cavort"	"gaily"	"not"	"up_and_down"	"not_cavort"	"cavort_gaily"	"gaily_up_and_down"	"was_not_cavort"	"not_cavort_gaily"	"cavort_gaily_up_and_down"	"gaily_up_and_down_the"	"VBD"	"RB"	"VB"	"RB"	"RB"	"RB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"perhaps"	"if"	"person"	"had"	"first"	"come_upon"	"when"	"this"	"boy"	"was"	"not"	"cavort"	"so"	"gaily"	"up_and_down"	"the"	"hall"	"outside"	"the"	"murdered"	"woman"	"apartment"	"we"	"might"	"have"	"have"	"less"	"trouble"	"convince"	"person"	"of"	"our"	"seriousness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"in_advance"	"accurately"	"occurrence"	"that"	"occurrence_in_advance"	"in_advance_accurately"	"accurately_that"	"ensuing_occurrence_in_advance"	"occurrence_in_advance_accurately"	"in_advance_accurately_that"	"accurately_that_his"	"JJ"	"NN"	"RB"	"RB"	"RB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"day"	"person"	"come_upon"	"with"	"a"	"friend"	"upon"	"an"	"event"	"which"	"he"	"recognize"	"the"	"exact"	"pattern"	"of"	"a"	"previous"	"dream"	"detail"	"the"	"ensuing"	"occurrence"	"in_advance"	"so"	"accurately"	"that"	"his"	"companion"	"was"	"completely"	"mystify"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"state"	"badly"	"being"	"but"	"being_state"	"state_badly"	"badly_but"	"opinion_being_state"	"being_state_badly"	"state_badly_but"	"badly_but_anyone"	"NN"	"VBG"	"VB"	"RB"	"RB"	"CC"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"ordinary"	"politeness"	"may"	"have"	"against"	"this"	"opinion"	"being"	"state"	"so"	"badly"	"but"	"anyone"	"with"	"a"	"wide"	"acquaintance"	"in"	"both"	"group"	"and"	"who"	"has"	"sit"	"through"	"the"	"many"	"round_table"	"workshop"	"or"	"panel_discussion"	"whatever"	"they"	"be"	"called"	"on"	"this"	"subject"	"will"	"recognize"	"that"	"the"	"final"	"boiled-down"	"crux_of_the_matter"	"be"	"education"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"sharply"	"should"	"scrutinize"	"should_be"	"be_sharply"	"sharply_scrutinize"	"educator_should_be"	"should_be_sharply"	"be_sharply_scrutinize"	"sharply_scrutinize_that"	"NN"	"VB"	"VB"	"RB"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not_only"	"should"	"every"	"educator"	"above"	"the"	"rank"	"of"	"instructor"	"be"	"expect"	"to"	"be"	"a"	"member"	"of"	"of"	"the"	"professional"	"organization"	"but"	"his"	"first"	"qualification"	"for"	"membership"	"as"	"an"	"educator"	"should"	"be"	"so"	"sharply"	"scrutinize"	"that"	"membership"	"would"	"be"	"equivalent_to"	"certification"	"to"	"teach"	"the"	"subject"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:true:00"	"``"	","	"∅"	"we"	"∅_``"	"``_,"	",_we"	"∅_∅_``"	"∅_``_,"	"``_,_we"	",_we_have_to"	"ε"	"ε"	"ε"	"JJ"	"ε"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"we"	"have_to"	"protect"	"the"	"old_man"	"for"	"his"	"own"	"good"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"around"	"that"	"gelding"	"she"	"gelding_around"	"around_that"	"that_she"	"the_gelding_around"	"gelding_around_that"	"around_that_she"	"that_she_could"	"DT"	"NN"	"RB"	"RB"	"RB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"show"	"her"	"surprise"	"by"	"tighten"	"rein"	"and"	"move_around"	"the"	"gelding"	"around"	"so"	"that"	"she"	"could"	"get"	"a"	"better"	"look"	"at"	"his"	"face"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"spend"	"long"	"having"	"concentrate_on"	"having_spend"	"spend_long"	"long_concentrate_on"	",_having_spend"	"having_spend_long"	"spend_long_concentrate_on"	"long_concentrate_on_the"	"ε"	"VBG"	"VB"	"RB"	"JJ"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"feel"	"close"	"person"	"having"	"spend"	"so"	"long"	"concentrate_on"	"the"	"beginning"	"of"	"her"	"journey"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"trance"	"deep"	"a"	"that"	"a_trance"	"trance_deep"	"deep_that"	"in_a_trance"	"a_trance_deep"	"trance_deep_that"	"deep_that_person"	"IN"	"DT"	"NN"	"RB"	"JJ"	"IN"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"this"	"continue"	"most"	"of"	"the"	"week"	"following"	"that"	"ill-starred"	"trip"	"to"	"church"	"which"	"period"	"person"	"stay"	"in"	"his"	"room"	"and"	"usually"	"in"	"a"	"trance"	"so"	"deep"	"that"	"person"	"would"	"have"	"pronounce"	"him"	"dead"	"had"	"he"	"not"	"see"	"it"	"before"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"strong"	"desire"	"that"	"desire_be"	"be_strong"	"strong_that"	"his_desire_be"	"desire_be_strong"	"be_strong_that"	"strong_that_he"	"PRP$"	"NN"	"VB"	"RB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"his"	"be"	"so"	"strong"	"that"	"he"	"need"	"constant"	"reassurance"	"of"	"his"	"mother"	"love"	"for"	"him"	"and"	"what"	"she"	"expect"	"of"	"him"	"in_order"	"to"	"overcome"	"them"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"daring"	"effective"	"financial"	"as"	"financial_daring"	"daring_effective"	"effective_as"	"to_financial_daring"	"financial_daring_effective"	"daring_effective_as"	"effective_as_audience"	"TO"	"JJ"	"NN"	"RB"	"JJ"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"field"	"of"	"entertainment"	"be"	"no"	"spur"	"to"	"financial"	"daring"	"so"	"effective"	"as"	"audience"	"boredom"	"and"	"the"	"first"	"decade"	"of"	"the"	"new"	"device"	"be"	"not"	"over"	"before"	"audience"	"begin"	"stay"	"away"	"in"	"large_number"	"from"	"the"	"simple-minded"	"one"	"minute"	"show"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:07::"	","	"the"	"exercise"	"complete"	"exercise_,"	",_the"	"the_complete"	"alternate_exercise_,"	"exercise_,_the"	",_the_complete"	"the_complete_torso"	"JJ"	"NN"	"ε"	"RB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"you"	"can"	"see"	"in"	"this"	"push-pull_super_set"	"the"	"entire"	"chest"	"back"	"area"	"is"	"vigorously"	"exercise"	"in"	"alternate"	"sector"	"by"	"alternate"	"exercise"	"so"	"the"	"complete"	"torso"	"remain"	"pumped-up"	"all_the_time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"effective"	"it"	":"	"it_be"	"be_effective"	"effective_:"	"why_it_be"	"it_be_effective"	"be_effective_:"	"effective_:_∅"	"WRB"	"PRP"	"VB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"really"	"there"	"be"	"no"	"reason"	"why"	"this"	"fine"	"exercise"	"should"	"not"	"find_its_way"	"into"	"leg"	"program"	"at"	"all"	"time"	"for"	"the"	"following"	"suggestion"	"show"	"why"	"it"	"be"	"so"	"effective"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"creak"	"alarmingly"	"that"	"be"	"that_creak"	"creak_alarmingly"	"alarmingly_be"	"fauteuil_that_creak"	"that_creak_alarmingly"	"creak_alarmingly_be"	"alarmingly_be_an"	"NN"	"WDT"	"VB"	"RB"	"RB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"be"	"not"	"entirely"	"silent"	"or"	"openly"	"rude"	"unless"	"ask"	"person"	"to"	"to"	"another"	"chair"	"and"	"place"	"himself"	"in"	"the"	"fauteuil"	"that"	"creak"	"so"	"alarmingly"	"be"	"an"	"act"	"of"	"rudeness"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"dark"	"dining_room"	"that"	"dining_room_be"	"be_dark"	"dark_that"	"the_dining_room_be"	"dining_room_be_dark"	"be_dark_that"	"dark_that_it"	"DT"	"NN"	"VB"	"RB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"metal"	"shutter"	"the"	"dining_room"	"be"	"so"	"dark"	"that"	"it"	"seem"	"still"	"night"	"in"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"know"	"few"	"and"	"people"	"and_know"	"know_few"	"few_people"	"``_and_know"	"and_know_few"	"know_few_people"	"few_people_."	"ε"	"CC"	"VB"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"it"	"because"	"we"	"be"	"in"	"location"	"he"	"and"	"know"	"so"	"few"	"people"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"5:00:00:true:00"	"strikingly"	"for"	"less"	"be"	"less_strikingly"	"strikingly_for"	"for_be"	"not_less_strikingly"	"less_strikingly_for"	"strikingly_for_be"	"for_be_mysterious"	"RB"	"RB"	"RB"	"JJ"	"IN"	"VB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"the"	"work"	"of"	"every"	"artist"	"i"	"suppose"	"there"	"may"	"be"	"find"	"one"	"or"	"more"	"moment"	"which"	"strike"	"student"	"as"	"absolutely"	"decisive"	"ultimately"	"emblematic"	"of"	"what"	"it"	"be"	"all"	"about"	"not"	"less"	"strikingly"	"so"	"for"	"be"	"mysterious"	"as"	"though"	"some"	"deeply"	"hidden"	"constatation"	"of"	"thought"	"were"	"encipher"	"in"	"a"	"single"	"image"	"a"	"single"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
